Question Id,View count,Is Answered,Answer Count,Score,Owner Reputation
68861670,45,False,1,1,1749
69532297,315,False,1,2,33
68070143,870,False,1,3,7438
70057603,62,True,2,0,61049
69284312,143,False,1,0,43
68691756,832,False,3,-1,11
70153827,30,False,0,0,753
68198417,128,False,2,0,1
69485035,56,True,1,0,1199
69938502,333,False,1,3,51
69380599,64,False,1,1,13153
69894166,72,True,3,2,286
70074034,19,False,1,0,11
69468528,500,False,1,0,1
68998808,125,False,1,0,29
69438183,110,False,1,2,21
68253729,135,False,0,0,1
68968363,575,True,3,1,23
68502368,298,True,1,2,58
70020360,54,True,3,0,7
68489440,119,False,1,0,1
69564542,152,False,0,1,1548
68996267,186,False,1,3,2217
69575814,221,False,1,0,1
70096790,99,False,2,2,61
68251763,2961,True,1,3,0
67837883,57,False,0,0,151
69990834,99,False,2,1,4157
68292073,1005,True,2,0,179
69491792,86,False,1,1,163
68927533,2241,True,2,9,1455
68658185,92,False,2,0,1
69037851,2225,True,2,1,41
69481751,32,True,1,0,512
68314305,119,True,2,0,1273
68742698,342,True,3,0,4951
69319734,51,False,1,0,1
69759753,179,False,0,1,3304
67878990,101,False,2,-1,61
68372135,84,False,1,1,85
70160832,338,True,2,0,2458
68000319,162,True,1,0,15
69727371,50,False,0,1,73
68667848,115,False,1,0,13
69907739,226,False,3,0,1
69709304,79,False,2,0,45023
69278068,1963,True,3,5,53
69529115,232,False,2,0,539
68859323,355,False,1,0,3
70022194,4984,True,3,14,5528
68889962,94,False,2,0,109
69945650,46,False,1,0,49
69927947,4745,True,3,11,32741
68441787,98,False,1,1,11
69441535,410,True,1,2,13871
68256287,878,True,3,3,166
67863002,258,True,1,0,29956
69921890,116,False,1,2,985
69384807,1053,True,2,1,101
69680315,67,True,1,0,1001
70125519,23,False,1,0,1
69791369,137,False,0,1,47
69024528,87,False,1,0,681
69723909,57,True,1,1,10993
70040573,100,True,1,0,25
70152710,19,True,1,1,19
70045754,263,True,1,4,1082
68483531,33,False,0,0,968
69417049,229,True,2,0,791
69547309,36,True,1,1,537
69571770,407,False,2,0,65
70060731,172,True,1,0,11
68021351,352,True,1,0,539
68267338,459,True,1,2,21
68700108,210,True,4,1,129
68956154,308,True,1,1,331
69558639,129,False,1,-1,112
69950630,60,True,1,-1,33
68184266,191,True,2,0,23660
68427991,33,False,0,0,7
69849764,23,False,0,0,3
68293655,45,False,1,1,85
69758085,65,False,1,0,165
70121366,56,False,2,0,326
69460588,1546,True,4,8,5098
69267820,38,False,1,0,3
69616749,513,True,3,4,475
69659270,190,False,0,2,475
68293202,28,False,0,0,75
69362814,20,False,0,0,13
69911084,733,True,3,10,103
69588316,179,True,3,0,101
69763935,169,True,1,-1,3819
69418515,99,True,3,1,21
69946107,128,True,2,4,2201
69496335,69,True,1,0,363
69131341,60,True,1,2,1132
70029011,39,True,1,0,6158
70078735,58,True,1,1,153
69786564,101,True,2,4,83
69029065,235,True,1,3,2683
68318072,55,True,1,0,129
68713340,219,True,1,0,1885
69907525,1344,True,1,4,5481
69813667,108,False,1,0,4889
67920616,37,True,1,0,4099
67996198,161,True,1,0,31
70011882,30,False,1,1,5531
70162378,37,False,1,0,1
69992067,634,True,1,0,289
70001114,165,True,1,0,91
70161619,57,True,2,0,101
70092187,956,True,1,0,11
69827712,50,True,1,0,0
69927803,28,True,1,0,1
69798302,997,True,4,11,3212
69834623,212,True,1,0,147
68837333,34,False,0,0,17
69969348,45,False,1,-1,1
70110488,159,True,2,0,80937
69611347,170,False,2,0,20287
70089571,38,True,1,0,424
70113672,85,True,1,0,13
70158598,249,False,2,3,15649
70167397,55,False,1,1,41
69932090,168,True,1,2,21292
69946195,120,False,0,5,21292
70098989,42,False,1,1,36
70046891,75,False,1,0,59
68284022,1086,True,1,2,7509
69788033,638,True,2,1,116
69749168,48,True,1,0,1
68966305,145,False,3,0,20467
68579400,225,True,2,1,1166
70165270,68,False,1,1,69
69961867,49,False,0,0,13
69956848,507,True,1,4,21292
68586804,144,False,1,1,31
68588963,133,True,2,-4,743
69729916,88,False,1,0,449
70151785,38,False,1,0,1
69996924,49,False,1,0,1527
68875680,26,False,0,0,351
70152798,90,True,3,0,11
70095331,88,True,1,0,3
70105160,215,True,2,0,91
69038560,1630,True,4,3,43
70118049,66,False,0,1,478
69365188,60,False,1,0,1
70173498,56,False,0,0,1
70156161,90,False,1,1,55
70089613,217,False,1,1,119
70149290,250,True,1,0,3817
70094797,38,False,0,0,353
68079614,103,True,2,2,23
68827496,197,True,1,0,3770
69911476,151,True,1,3,181
69940330,73,True,1,-1,7
70056612,1489,True,3,4,676
70027328,129,False,2,2,32287
69847319,310,True,1,-12,54
70169612,60,False,0,0,3
70120486,192,False,1,0,2236
70026448,88,True,1,1,366
70175251,134,True,1,1,24673
69835183,38,False,1,-3,121
70174624,23,True,1,0,3
69811519,64,True,1,0,1
69798017,179,False,3,0,75
69885338,354,True,3,0,2025
70176377,38,False,1,0,1
70168417,47,False,2,1,73
